,word,vec
58901,first-rate,
58902,superior,
58903,considerable,
58904,marked,
58905,rare,
58906,significant,
58907,telling,
58908,trenchant,
58909,emphatic,
58910,pregnant,
58911,tanti,
58912,materially,
58913,in the main,
58914,above all,
58915,kat' exochin,
58916,par excellence,
58917,to crown all,
58918,to beat all,
58919,expende Hannibalem! ,
58920,unimportance,
58921,insignificance,
58922,nothingness,
58923,immateriality,
58924,triviality,
58925,levity,
58926,frivolity,
58927,paltriness,
58928,poverty,
58929,smallness,
58930,vanity,
58931,matter of indifference,
58932,no object,
58933,nothing,
58934,nothing to signify,
58935,nothing worth speaking of,
58936,nothing particular,
58937,nothing to boast of,
58938,nothing to speak of,
58939,small matter,
58940,no great matter,
58941,trifling matter,
58942,mere joke,
58943,mere nothing,
58944,hardly anything,
58945,scarcely anything,
58946,nonentity,
58947,small beer,
58948,cipher,
58949,no great shakes,
58950,peu de chose,
58951,child's play,
58952,kinderspiel,
58953,toy,
58954,plaything,
58955,popgun,
58956,paper pellet,
58957,gimcrack,
58958,gewgaw,
58959,bauble,
58960,trinket,
58961,bagatelle,
58962,Rickshaw,
58963,knickknack,
58964,whim-wham,
58965,trifle,
58966,trifles light as air,
58967,yankee notions,
58968,trumpery,
58969,trash,
58970,rubbish,
58971,stuff,
58972,fatras,
58973,frippery,
58974,leather or prunello,
58975,chaff,
58976,drug,
58977,froth bubble smoke,
58978,cobweb,
58979,weed,
58980,refuse,
58981,scum,
58982,joke,
58983,jest,
58984,snap of the fingers,
58985,fudge,
58986,fiddlestick,
58987,fiddlestick end,
58988,pack of nonsense,
58989,mere farce,
58990,straw,
58991,pin,
58992,fig,
58993,button,
58994,rush,
58995,bulrush,
58996,feather,
58997,halfpenny,
58998,farthing,
58999,brass farthing,
59000,doit,
59001,peppercorn,
59002,jot,
59003,rap,
59004,pinch of snuff,
59005,old son,
59006,cent,
59007,mill,
59008,picayune,
59009,pistareen,
59010,red cent,
59011,minutiae,
59012,details,
59013,minor details,
59014,small fry,
59015,dust in the balance,
59016,feather in the scale,
59017,drop in the ocean,
59018,flea-bite,
59019,molehill,
59020,nine days' wonder,
59021,ridiculus mus,
59022,flash in the pan,
59023,much ado about nothing,
59024,be unimportant,
59025,not matter,
59026,go for nothing,
59027,matter nothing,
59028,signify nothing,
59029,matter little,
59030,matter little or nothing,
59031,not matter a straw,
59032,make light of,
59033,catch at straws,
59034,unimportant,
59035,of little account,
59036,of small account,
59037,of no account,
59038,of little importance,
59039,of no importance,
59040,immaterial,
59041,unessential,
59042,nonessential,
59043,indifferent,
59044,subordinate,
59045,mediocre,
59046,passable,
59047,fair,
59048,respectable,
59049,tolerable,
59050,commonplace,
59051,uneventful,
59052,mere,
59053,common,
59054,ordinary,
59055,inconsiderable,
59056,so-so,
59057,insignificant,
59058,inappreciable,
59059,trifling,
59060,trivial,
59061,slight,
59062,slender,
59063,light,
59064,flimsy,
59065,frothy,
59066,idle,
59067,puerile,
59068,airy,
59069,shallow,
59070,weak,
59071,powerless,
59072,frivolous,
59073,petty,
59074,niggling,
59075,piddling,
59076,peddling,
59077,fribble,
59078,inane,
59079,ridiculous,
59080,farcical,
59081,finical,
59082,finikin,
59083,fiddle-faddle,
59084,fingle-fangle,
59085,namby-pamby,
59086,wishy-washy,
59087,milk and water,
59088,poor,
59089,paltry,
59090,pitiful,
59091,contemptible,
59092,sorry,
59093,mean,
59094,meager,
59095,shabby,
59096,miserable,
59097,wretched,
59098,vile,
59099,scrubby,
59100,scrannel,
59101,weedy,
59102,niggardly,
59103,scurvy,
59104,putid,
59105,beggarly,
59106,worthless,
59107,twopennyhalfpenny,
59108,cheap,
59109,trashy,
59110,catchpenny,
59111,gimcrack,
59112,trumpery,
59113,one-horse,
59114,not worth the pains,
59115,not worth while,
59116,not worth mentioning,
59117,not worth speaking of,
59118,not worth a thought,
59119,not worth a curse,
59120,not worth a straw,
59121,beneath notice,
59122,unworthy of notice,
59123,beneath regard,
59124,unworthy of regard,
59125,beneath consideration,
59126,unworthy of consideration,
59127,de lana caprina,
59128,vain,
59129,slightly,
59130,rather,
59131,somewhat,
59132,pretty well,
59133,tolerably,
59134,for aught one cares,
59135,no matter,
59136,pish,
59137,tush,
59138,tut,
59139,pshaw! ,
59140,pugh,
59141,pooh,
59142,pooh-pooh,
59143,fudge,
59144,bosh,
59145,humbug,
59146,fiddlestick,
59147,fiddlestick end! ,
59148,fiddlededee,
59149,never mind,
59150,n'importe! ,
59151,what signifies it,
59152,what boots it,
59153,what of it,
59154,what of that,
59155,what matter,
59156,what's the odds,
59157,a fig for,
59158,stuff,
59159,nonsense,
59160,stuff and nonsense,
59161,magno conatu magnas nugas,
59162,le jeu ne vaut pas la chandelle,
59163,it matters not,
59164,it does not signify,
59165,it is of no consequence,
59166,it is of no importance,
59167,elephantus non capit murem,
59168,tempete dans un verre d'eau,
59169,utility,
59170,usefulness,
59171,efficacy,
59172,efficiency,
59173,adequacy,
59174,service,
59175,use,
59176,stead,
59177,avail,
59178,help,
59179,applicability,
59180,subservience,
59181,function,
59182,value,
59183,worth,
59184,money's worth,
59185,productiveness,
59186,cui bono,
59187,utilization,
59188,step in the right direction,
59189,common weal,
59190,commonwealth public good,
59191,public interest,
59192,utilitarianism,
59193,be useful,
59194,avail,
59195,serve,
59196,subserve,
59197,conduce,
59198,answer,
59199,serve one's turn,
59200,answer a purpose,
59201,serve a purpose,
59202,act a part,
59203,perform a function,
59204,discharge a function,
59205,render a service,
59206,render good service,
59207,render yeoman's service,
59208,bestead,
59209,stand one in good stead be the making of,
59210,help,
59211,bear fruit,
59212,bring grist to the mill,
59213,profit,
59214,remunerate,
59215,benefit,
59216,find one's account in,
59217,find one's advantage in,
59218,reap the benefit of,
59219,render useful,
59220,useful,
59221,of use,
59222,serviceable,
59223,proficuous,
59224,good for,
59225,subservient,
59226,conducive,
59227,subsidiary,
59228,advantageous,
59229,profitable,
59230,gainful,
59231,remunerative,
59232,worth one's salt,
59233,valuable,
59234,prolific,
59235,adequate,
59236,efficient,
59237,efficacious,
59238,effective,
59239,effectual,
59240,expedient,
59241,applicable,
59242,available,
59243,ready,
59244,handy,
59245,at hand,
59246,tangible,
59247,commodious,
59248,adaptable,
59249,of all work,
59250,usefully,
59251,pro bono publico,
59252,inutility,
59253,uselessness,
59254,inefficacy,
59255,futility,
59256,ineptitude,
59257,inaptitude,
59258,unsubservience,
59259,inadequacy,
59260,inefficiency,
59261,unskillfulness,
59262,disservice,
59263,unfruitfulness,
59264,labor in vain,
59265,labor lost,
59266,labor of Sisyphus,
59267,lost trouble,
59268,lost labor,
59269,work of Penelope,
59270,sleeveless errand,
59271,wild goose chase,
59272,mere farce,
59273,tautology,
59274,supererogation,
59275,vanitas vanitatum,
59276,vanity,
59277,inanity,
59278,worthlessness,
59279,nugacity,
59280,triviality,
59281,caput mortuum,
59282,waste paper,
59283,dead letter,
59284,blunt tool,
59285,litter,
59286,rubbish,
59287,junk,
59288,lumber,
59289,odds and ends,
59290,cast-off clothes,
59291,button top,
59292,shoddy,
59293,rags,
59294,orts,
59295,trash,
59296,refuse,
59297,sweepings,
59298,scourings,
59299,offscourings,
59300,waste,
59301,rubble,
59302,debris,
59303,detritus,
59304,stubble,
59305,leavings,
59306,broken meat,
59307,dregs,
59308,weeds,
59309,tares,
59310,rubbish heap,
59311,dust hole,
59312,rudera,
59313,deads,
59314,fruges consumere natus,
59315,be useless,
59316,go a begging,
59317,fail,
59318,seek after impossibilities,
59319,strive after impossibilities,
59320,use vain efforts,
59321,labor in vain,
59322,roll the stone of Sisyphus,
59323,beat the air,
59324,lash the waves,
59325,battre l'eau avec un baton,
59326,donner un coup d'epee dans l'eau,
59327,fish in the air,
59328,milk the ram,
59329,drop a bucket into an empty well,
59330,sow the sand,
59331,bay the moon,
59332,preach to the winds,
59333,speak to the winds,
59334,whistle jigs to a milestone,
59335,kick against the pricks,
59336,se battre contre des moulins,
59337,lock the stable door when the steed is stolen,
59338,lock the barn door after the horse is stolen,
59339,hold a farthing candle to the sun,
59340,cast pearls before swine,
59341,carry coals to Newcastle,
59342,wash a blackamoor white,
59343,render useless,
59344,dismantle,
59345,dismast,
59346,dismount,
59347,disqualify,
59348,disable,
59349,unrig,
59350,cripple,
59351,lame,
59352,spike guns,
59353,clip the wings,
59354,put out of gear,
59355,useless,
59356,inutile,
59357,inefficacious,
59358,futile,
59359,unavailing,
59360,bootless,
59361,inoperative,
59362,inadequate,
59363,inservient,
59364,unsubservient,
59365,inept,
59366,inefficient,
59367,of no avail,
59368,ineffectual,
59369,incompetent,
59370,"stale, flat and unprofitable",
59371,superfluous,
59372,dispensable,
59373,thrown away,
59374,abortive,
59375,worthless,
59376,valueless,
59377,priceless,
59378,unsalable,
59379,not worth a straw,
59380,dear at any price,
59381,vain,
59382,empty,
59383,inane,
59384,gainless,
59385,profitless,
59386,fruitless,
59387,unserviceable,
59388,unprofitable,
59389,ill-spent,
59390,unproductive,
59391,hors de combat,
59392,effete,
59393,past work,
59394,obsolete,
59395,fit for the dust hole,
59396,good for nothing,
59397,of no earthly use,
59398,not worth having,
59399,not worth powder and shot,
59400,leading to no end,
59401,uncalled for,
59402,unnecessary,
59403,unneeded,
59404,uselessly,
59405,to little purpose,
59406,to no purpose,
59407,to little or no purpose,
59408,cui bono,
59409,what's the good,
59410,actum ne agas,
59411,chercher une aiguille dans une botte de chercher une aiguille dans une botte de foin,
59412,tanto buon che val niente,
59413,expedience,
59414,expediency,
59415,desirableness,
59416,desirability,
59417,fitness,
59418,utility,
59419,propriety,
59420,opportunism,
59421,advantage,
59422,high time,
59423,be expedient,
59424,suit,
59425,befit,
59426,suit the time,
59427,befit the time,
59428,suit the season,
59429,befit the season,
59430,suit the occasion,
59431,befit the occasion,
59432,conform,
59433,expedient,
59434,desirable,
59435,advisable,
59436,acceptable,
59437,convenient,
59438,worth while,
59439,meet,
59440,fit,
59441,fitting,
59442,due,
59443,proper,
59444,eligible,
59445,seemly,
59446,becoming,
59447,befitting,
59448,opportune,
59449,in loco,
59450,suitable,
59451,applicable,
59452,in the right place,
59453,conveniently,
59454,operae pretium est,
59455,inexpedience,
59456,inexpediency,
59457,undesirableness,
59458,undesirability,
59459,discommodity,
59460,impropriety,
59461,unfitness,
59462,inutility,
59463,disadvantage,
59464,be inexpedient,
59465,come amiss,
59466,embarrass,
59467,put to inconvenience,
59468,pay too dear for one's whistle,
59469,inexpedient,
59470,undesirable,
59471,unadvisable,
59472,inadvisable,
59473,objectionable,
59474,inapt,
59475,ineligible,
59476,inadmissible,
59477,inconvenient,
59478,incommodious,
59479,discommodious,
59480,disadvantageous,
59481,inappropriate,
59482,unfit,
59483,ill-contrived,
59484,ill-advised,
59485,unsatisfactory,
59486,unprofitable,
59487,unsubservient,
59488,inopportune,
59489,out of place,
59490,in the wrong place,
59491,improper,
59492,unseemly,
59493,clumsy,
59494,awkward,
59495,cumbrous,
59496,cumbersome,
59497,lumbering,
59498,unwieldy,
59499,hulky,
59500,unmanageable,
59501,impedient,
59502,unnecessary,
59503,it will never do,
59504,goodness,
59505,excellence,
59506,merit,
59507,virtue,
59508,value,
59509,worth,
59510,price,
59511,super-excellence,
59512,supereminence,
59513,superiority,
59514,perfection,
59515,coup de maitre,
59516,masterpiece,
59517,chef d'ouvre,
59518,prime,
59519,flower,
59520,cream,
59521,elite,
59522,pick,
59523,A ,
59524,nonesuch,
59525,nonpareil,
59526,creme de la creme,
59527,flower of the flock,
59528,cock of the roost,
59529,salt of the earth,
59530,champion,
59531,prodigy,
59532,tidbit,
59533,gem,
59534,gem of the first water,
59535,bijou,
59536,precious stone,
59537,jewel,
59538,pearl,
59539,diamond,
59540,ruby,
59541,brilliant,
59542,treasure,
59543,good thing,
59544,rara avis,
59545,one in a thousand,
59546,beneficence,
59547,good man,
59548,be beneficial,
59549,produce good,
59550,do good,
59551,profit,
59552,benefit,
59553,confer a benefit,
59554,be the making of,
59555,do a world of good,
59556,make a man of,
59557,produce a good effect,
59558,do a good turn,
59559,confer an obligation,
59560,improve,
59561,do no harm,
59562,break no bones,
59563,be good,
59564,excel,
59565,transcend,
59566,bear away the bell,
59567,stand the proof,
59568,stand the test,
59569,pass muster,
59570,pass an examination,
59571,challenge comparison,
59572,vie,
59573,emulate,
59574,rival,
59575,harmless,
59576,hurtless,
59577,unobnoxious,
59578,innocuous,
59579,innocent,
59580,inoffensive,
59581,beneficial,
59582,valuable,
59583,of value,
59584,serviceable,
59585,advantageous,
59586,edifying,
59587,profitable,
59588,salutary,
59589,favorable,
59590,propitious,
